event,x,y,z,station,track
10,25.277520000000003,-123.4946,190.443,1,-1
10,25.277520000000003,-123.4946,220.4246,1,-1
10,70.00161999999999,-104.8315,-246.1659,1,-1
10,70.00161999999999,-104.8315,-167.0655,1,-1
10,70.00161999999999,-104.8315,3.893471,1,-1
10,70.00161999999999,-104.8315,68.95994,1,-1
10,70.00161999999999,-104.8315,104.0448,1,-1
10,70.00161999999999,-104.8315,134.0264,1,-1
10,99.10226999999999,-77.90124,-316.7062,1,-1
10,99.10226999999999,-77.90124,-237.6058,1,-1
10,99.10226999999999,-77.90124,-192.3144,1,-1
10,99.10226999999999,-77.90124,-66.64683000000001,1,-1
10,99.10226999999999,-77.90124,-1.580358,1,-1
10,99.10226999999999,-77.90124,63.48611,1,-1
10,164.8973,23.4402,250.6479,2,-1
10,164.8973,23.4402,340.2102,2,-1
10,164.8973,23.4402,374.7037,2,-1
10,13.256960000000001,166.0266,-24.16218,2,-1
10,13.256960000000001,166.0266,10.3314,2,-1
10,13.256960000000001,166.0266,203.3744,2,-1
10,13.256960000000001,166.0266,256.0225,2,-1
10,13.256960000000001,166.0266,331.0612,2,-1
10,13.256960000000001,166.0266,354.0569,2,-1
10,-139.9022,90.37674,-404.4092,2,-1
10,-139.9022,90.37674,-314.8469,2,-1
10,-139.9022,90.37674,-280.3534,2,-1
10,-139.9022,90.37674,-87.31035,2,-1
10,-139.9022,90.37674,-34.662259999999996,2,-1
10,-139.9022,90.37674,40.3764,2,-1
10,-145.7018,80.6942,-422.7041,2,-1
10,-145.7018,80.6942,-333.1418,2,-1
10,-145.7018,80.6942,-298.6482,2,-1
10,-145.7018,80.6942,-105.6052,2,-1
10,-145.7018,80.6942,22.08156,2,-1
10,-145.7018,80.6942,45.07727,2,-1
10,-34.03913,-163.0396,-79.67572,2,-1
10,-34.03913,-163.0396,44.380140000000004,2,-1
10,-34.03913,-163.0396,237.4231,2,-1
10,-34.03913,-163.0396,290.0712,2,-1
10,-34.03913,-163.0396,365.1099,2,-1
10,-34.03913,-163.0396,388.1056,2,-1
10,38.43327,-162.06,-198.084,2,-1
10,38.43327,-162.06,-108.5217,2,-1
10,38.43327,-162.06,-74.02816999999999,2,-1
10,38.43327,-162.06,171.6629,2,-1
10,38.43327,-162.06,246.7016,2,-1
10,38.43327,-162.06,269.6973,2,-1
10,87.46981,-141.7378,-284.4763,2,-1
10,87.46981,-141.7378,-194.9141,2,-1
10,87.46981,-141.7378,32.62252,2,-1
10,87.46981,-141.7378,85.27060999999999,2,-1
10,87.46981,-141.7378,160.3093,2,-1
10,87.46981,-141.7378,183.305,2,-1
10,137.8248,-93.51417,-398.3109,2,-1
10,137.8248,-93.51417,-308.7487,2,-1
10,137.8248,-93.51417,-274.2551,2,-1
10,137.8248,-93.51417,-81.21207,2,-1
10,137.8248,-93.51417,-28.563979999999997,2,-1
10,137.8248,-93.51417,69.4704,2,-1
10,14.154639999999999,80.31727,-58.11476,0,9
10,15.2532,125.1287,-87.58694,1,9
10,13.256960000000001,166.0266,-113.7245,2,9
10,79.46951,18.32526,-151.7563,0,12
10,123.8788,23.32165,-234.099,1,12
10,164.8973,23.4402,-310.3266,2,12
10,47.92338,-65.98915,-79.1521,0,16
10,70.00161999999999,-104.8315,-121.7741,1,16
10,87.46981,-141.7378,-160.4205,2,16
10,-13.10963,-80.49444,3.129846,0,17
10,-23.18265,-123.9049,5.7309,1,17
10,-34.03913,-163.0396,9.886559,2,17
10,-66.57768,47.102340000000005,29.287770000000002,0,18
10,-104.3793,70.67403,47.62822,1,18
10,-139.9022,90.37674,63.372119999999995,2,18
10,13.599689999999999,-80.4131,57.14515,0,23
10,25.277520000000003,-123.4946,90.29166,1,23
10,38.43327,-162.06,119.0148,2,23
10,-72.72983,36.89973,-27.93345,0,24
10,-111.2285,59.31349,-40.95169,1,24
10,-145.7018,80.6942,-52.95711,2,24
10,59.73141,-55.52816,20.4679,0,25
10,99.10226999999999,-77.90124,33.5045,1,25
10,137.8248,-93.51417,46.47468,2,25
11,73.31969000000001,35.71331,15.803379999999999,0,-1
11,73.31969000000001,35.71331,40.29987,0,-1
11,73.31969000000001,35.71331,122.9155,0,-1
11,73.31969000000001,35.71331,172.0598,0,-1
11,73.31969000000001,35.71331,183.9166,0,-1
11,73.31969000000001,35.71331,203.1295,0,-1
11,28.516779999999997,76.40688,-32.45912,0,-1
11,28.516779999999997,76.40688,-25.4924,0,-1
11,28.516779999999997,76.40688,50.1565,0,-1
11,28.516779999999997,76.40688,99.30078,0,-1
11,28.516779999999997,76.40688,111.1576,0,-1
11,28.516779999999997,76.40688,130.3705,0,-1
11,28.516779999999997,76.40688,249.0104,0,-1
11,-11.66906,80.71587,-104.8786,0,-1
11,-11.66906,80.71587,-80.38212,0,-1
11,-11.66906,80.71587,-73.41539,0,-1
11,-11.66906,80.71587,51.37778,0,-1
11,-11.66906,80.71587,63.23458,0,-1
11,-11.66906,80.71587,82.44751,0,-1
11,-11.66906,80.71587,201.0874,0,-1
11,-11.66906,80.71587,229.3216,0,-1
11,-11.66906,80.71587,252.9623,0,-1
11,-33.357890000000005,74.42089,-131.4636,0,-1
11,-33.357890000000005,74.42089,-106.9671,0,-1
11,-33.357890000000005,74.42089,-100.0004,0,-1
11,-33.357890000000005,74.42089,-24.35151,0,-1
11,-33.357890000000005,74.42089,36.64956,0,-1
11,-33.357890000000005,74.42089,55.86249,0,-1
11,-33.357890000000005,74.42089,174.5024,0,-1
11,-33.357890000000005,74.42089,202.7366,0,-1
11,-33.357890000000005,74.42089,226.3773,0,-1
11,-51.339220000000005,63.36799,-156.2996,0,-1
11,-51.339220000000005,63.36799,-49.187509999999996,0,-1
11,-51.339220000000005,63.36799,-0.04323628,0,-1
11,-51.339220000000005,63.36799,201.5413,0,-1
11,-51.339220000000005,63.36799,227.5412,0,-1
11,-51.339220000000005,63.36799,247.5203,0,-1
11,-81.04683,-9.090085,-252.1456,0,-1
11,-81.04683,-9.090085,-145.0335,0,-1
11,-81.04683,-9.090085,-95.88922,0,-1
11,-81.04683,-9.090085,105.6953,0,-1
11,-81.04683,-9.090085,131.6952,0,-1
11,-81.04683,-9.090085,151.6743,0,-1
11,-81.04683,-9.090085,176.7832,0,-1
11,-81.04683,-9.090085,251.2333,0,-1
11,-80.37691,-13.81195,-257.7425,0,-1
11,-80.37691,-13.81195,-150.6303,0,-1
11,-80.37691,-13.81195,-101.4861,0,-1
11,-80.37691,-13.81195,100.0985,0,-1
11,-80.37691,-13.81195,126.0983,0,-1
11,-80.37691,-13.81195,146.0774,0,-1
11,-80.37691,-13.81195,171.1863,0,-1
11,-80.37691,-13.81195,245.6365,0,-1
11,-79.2808,-19.1252,-264.1094,0,-1
11,-79.2808,-19.1252,-156.9973,0,-1
11,-79.2808,-19.1252,-107.853,0,-1
11,-79.2808,-19.1252,93.73151,0,-1
11,-79.2808,-19.1252,119.7314,0,-1
11,-79.2808,-19.1252,139.7105,0,-1
11,-79.2808,-19.1252,164.8194,0,-1
11,-79.2808,-19.1252,239.2695,0,-1
11,-73.50725,-35.32566,-177.2154,0,-1
11,-73.50725,-35.32566,-128.0711,0,-1
11,-73.50725,-35.32566,73.51345,0,-1
11,-73.50725,-35.32566,99.51332,0,-1
11,-73.50725,-35.32566,119.4924,0,-1
11,-73.50725,-35.32566,144.6013,0,-1
11,-73.50725,-35.32566,219.0514,0,-1
11,-71.60401,-39.03952,-182.1126,0,-1
11,-71.60401,-39.03952,-132.9683,0,-1
11,-71.60401,-39.03952,68.61621,0,-1
11,-71.60401,-39.03952,94.61608000000001,0,-1
11,-71.60401,-39.03952,114.5952,0,-1
11,-71.60401,-39.03952,139.7041,0,-1
11,-71.60401,-39.03952,214.1542,0,-1
11,-65.86239,-48.09744,-194.7055,0,-1
11,-65.86239,-48.09744,-145.5612,0,-1
11,-65.86239,-48.09744,56.0233,0,-1
11,-65.86239,-48.09744,82.02318000000001,0,-1
11,-65.86239,-48.09744,102.0023,0,-1
11,-65.86239,-48.09744,127.1112,0,-1
11,-65.86239,-48.09744,201.5613,0,-1
11,-32.20027,-74.92904,-245.8222,0,-1
11,-32.20027,-74.92904,-184.8211,0,-1
11,-32.20027,-74.92904,-165.6082,0,-1
11,-32.20027,-74.92904,-46.96829,0,-1
11,-32.20027,-74.92904,-18.73409,0,-1
11,-32.20027,-74.92904,4.906636,0,-1
11,-32.20027,-74.92904,50.8856,0,-1
11,-32.20027,-74.92904,75.9945,0,-1
11,-32.20027,-74.92904,84.15999000000001,0,-1
11,-32.20027,-74.92904,100.0107,0,-1
11,-32.20027,-74.92904,108.1762,0,-1
11,-32.20027,-74.92904,150.4446,0,-1
11,-32.20027,-74.92904,199.4376,0,-1
11,-24.12847,-77.90401,-255.921,0,-1
11,-24.12847,-77.90401,-206.7767,0,-1
11,-24.12847,-77.90401,-194.9199,0,-1
11,-24.12847,-77.90401,-175.707,0,-1
11,-24.12847,-77.90401,-57.067119999999996,0,-1
11,-24.12847,-77.90401,-28.832929999999998,0,-1
11,-24.12847,-77.90401,-5.192197,0,-1
